"","Model"
"Overall Mean Flow",277
"Jan. Mean Flow",312
"Feb. Mean Flow",463
"Mar. Mean Flow",510
"Apr. Mean Flow",447
"May Mean Flow",337
"Jun. Mean Flow",267
"Jul. Mean Flow",186
"Aug. Mean Flow",149
"Sep. Mean Flow",159
"Oct. Mean Flow",142
"Nov. Mean Flow",159
"Dec. Mean Flow",204
