"","Model"
"Jan. Low Flow",45.5
"Feb. Low Flow",45.9
"Mar. Low Flow",68.5
"Apr. Low Flow",141
"May Low Flow",249
"Jun. Low Flow",286
"Jul. Low Flow",212
"Aug. Low Flow",196
"Sep. Low Flow",156
"Oct. Low Flow",104
"Nov. Low Flow",68.3
"Dec. Low Flow",42.7
