"","Model"
"Overall Mean Flow",650
"Jan. Mean Flow",895
"Feb. Mean Flow",1100
"Mar. Mean Flow",1180
"Apr. Mean Flow",887
"May Mean Flow",519
"Jun. Mean Flow",328
"Jul. Mean Flow",245
"Aug. Mean Flow",464
"Sep. Mean Flow",796
"Oct. Mean Flow",400
"Nov. Mean Flow",413
"Dec. Mean Flow",611
