"","Model"
"Jan. Low Flow",22.4
"Feb. Low Flow",159
"Mar. Low Flow",155
"Apr. Low Flow",340
"May Low Flow",513
"Jun. Low Flow",451
"Jul. Low Flow",241
"Aug. Low Flow",175
"Sep. Low Flow",53.3
"Oct. Low Flow",23.3
"Nov. Low Flow",37.8
"Dec. Low Flow",23.9
