"","Overall Mean Flow","Jan. Low Flow","Feb. Low Flow","Mar. Low Flow","Apr. Low Flow","May Low Flow","Jun. Low Flow","Jul. Low Flow","Aug. Low Flow","Sep. Low Flow","Oct. Low Flow","Nov. Low Flow","Dec. Low Flow","Jan. Mean Flow","Feb. Mean Flow","Mar. Mean Flow","Apr. Mean Flow","May Mean Flow","Jun. Mean Flow","Jul. Mean Flow","Aug. Mean Flow","Sep. Mean Flow","Oct. Mean Flow","Nov. Mean Flow","Dec. Mean Flow","Min. 1 Day Min","Med. 1 Day Min.","Min. 3 Day Min","Med. 3 Day Min.","Min. 7 Day Min","Med. 7 Day Min.","Min. 30 Day Min","Med. 30 Day Min.","Min. 90 Day Min","Med. 90 Day Min.","7Q10","Year of 90-Day Low Flow","1% Non-Exceedance","5% Non-Exceedance","50% Non-Exceedance","95% Non-Exceedance","99% Non-Exceedance","Sept. 10% Non-Exceedance","Mean Baseflow","Jan. High Flow","Feb. High Flow","Mar. High Flow","Apr. High Flow","May High Flow","Jun. High Flow","Jul. High Flow","Aug. High Flow","Sep. High Flow","Oct. High Flow","Nov. High Flow","Dec. High Flow","Max. 1 Day Max","Med. 1 Day Max.","Max. 3 Day Max","Med. 3 Day Max.","Max. 7 Day Max","Med. 7 Day Max.","Max. 30 Day Max","Med. 30 Day Max.","Max. 90 Day Max","Med. 90 Day Max.","Drought Year Mean"
"USGS Gage",302,32,45,88,118,176,244,192,116,76.4,52.7,38,33.5,409,545,594,501,383,237,132,102,121,113,199,300,10,28,11.3,29,16,31.5,23.1,38.2,33.2,64,20.5,1988,24,33,159,969,1930,27.5,146,106,296,1200,1530,1380,1650,871,958,438,312,154,155,7910,3810,5630,2590,3080,1630,1770,850,1110,632,126.177595628415
"Model",285,27,71.1,96.6,147,193,245,165,87.1,45.5,19.6,20.6,18.8,402,527,540,393,305,235,137,112,145,147,199,299,0,2.59,0.0105,3.71,0.445,4.85,3.52,18.1,13.9,60.1,0.914,1988,2.73,11.1,167,908,2030,5.9,145,131,344,622,1430,1220,1500,939,759,518,181,177,141,6570,3580,4120,2230,2360,1580,1470,713,982,555,105.465907232078
"Pct. Error",5.63,15.6,-58,-9.77,-24.6,-9.66,-0.41,14.1,24.9,40.4,62.8,45.8,43.9,1.71,3.3,9.09,21.6,20.4,0.844,-3.79,-9.8,-19.8,-30.1,0,0.333,100,90.8,99.9,87.2,97.2,84.6,84.8,52.6,58.1,6.09,95.5,0,88.6,66.4,-5.03,6.3,-5.18,78.5,0.685,-23.6,-16.2,48.2,6.54,11.6,9.09,-7.81,20.8,-18.3,42,-14.9,9.03,16.9,6.04,26.8,13.9,23.4,3.07,16.9,16.1,11.5,12.2,16.4
