riverseg,landseg,floaop,flosoy,flogwm,flogom,flolhy,floswm,flosom,flosgg,flodbl,flosch,floscl,flooac,floohy,flopas,flofsp,flofnp,flonir,flonnr,flonci,flonch,flontg,flomir,flomnr,flomci,flomch,flomtg,flomcn,flocir,flocnr,flocci,flocch,floctg,floccn,flocmo,flocfr,flohfr,flofor,flowfp,flowto,floosp,flostb,flostf,flosho,tnxaop,tnxsoy,tnxgwm,tnxgom,tnxlhy,tnxswm,tnxsom,tnxsgg,tnxdbl,tnxsch,tnxscl,tnxoac,tnxohy,tnxpas,tnxfsp,tnxfnp,tnxnir,tnxnnr,tnxnci,tnxnch,tnxntg,tnxmir,tnxmnr,tnxmci,tnxmch,tnxmtg,tnxmcn,tnxcir,tnxcnr,tnxcci,tnxcch,tnxctg,tnxccn,tnxcmo,tnxcfr,tnxhfr,tnxfor,tnxwfp,tnxwto,tnxosp,tnxstb,tnxstf,tnxsho,tpxaop,tpxsoy,tpxgwm,tpxgom,tpxlhy,tpxswm,tpxsom,tpxsgg,tpxdbl,tpxsch,tpxscl,tpxoac,tpxohy,tpxpas,tpxfsp,tpxfnp,tpxnir,tpxnnr,tpxnci,tpxnch,tpxntg,tpxmir,tpxmnr,tpxmci,tpxmch,tpxmtg,tpxmcn,tpxcir,tpxcnr,tpxcci,tpxcch,tpxctg,tpxccn,tpxcmo,tpxcfr,tpxhfr,tpxfor,tpxwfp,tpxwto,tpxosp,tpxstb,tpxstf,tpxsho,sedaop,sedsoy,sedgwm,sedgom,sedlhy,sedswm,sedsom,sedsgg,seddbl,sedsch,sedscl,sedoac,sedohy,sedpas,sedfsp,sedfnp,sednir,sednnr,sednci,sednch,sedntg,sedmir,sedmnr,sedmci,sedmch,sedmtg,sedmcn,sedcir,sedcnr,sedcci,sedcch,sedctg,sedccn,sedcmo,sedcfr,sedhfr,sedfor,sedwfp,sedwto,sedosp,sedstb,sedstf,sedsho
SL2_2750_2720,N24025,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0.995605948,0.999981205,0.999981205,0.999981205,0.995605948,0.999981205,0.999981205,0.999981205,0.999981205,0.999981205,0.999981205,0.999981205,0.995605948,0.995605948,0.775326759,0.775326759,0.991966676,0.991966676,0.991966676,0.991966676,0.991966676,0.991966676,0.991966676,0.991966676,0.991966676,0.991966676,0.991966676,0,0,0,0,0,0,0,0,0.992309205,0.992309205,0.992309205,0.992309205,0.992309205,1,1,1,0.771250636,0.771250708,0.771250708,0.771250708,0.771250636,0.771250708,0.771250708,0.771250708,0.771250708,0.771250708,0.771250708,0.771250708,0.771250636,0.771250636,0.217794478,0.217794478,0.771250064,0.771250064,0.771250064,0.771250064,0.771250064,0.771250064,0.771250064,0.771250064,0.771250064,0.771250064,0.771250064,0,0,0,0,0,0,0,0,0.771250559,0.771250559,0.771250559,0.771250559,0.771250559,1,1,1,0.347383046,0.244426594,0.244972863,0.244972592,0.306452753,0.244990131,0.244990131,0.244866803,0.243952421,0.24503097,0.245069989,0.245187824,0.305777019,0.338736381,0.338736381,0.338736381,1.02226333,1.036464627,0.422613884,0.43491764,0.926544444,0.330138987,0.330877717,0.301086412,0.450671999,0.290813344,0.308776618,0,0,0,0,0,0,0,0,0.342916196,0.381345284,0.529762556,1.066235553,0.423674589,1,1,1
SL2_2910_3060,N24025,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0.964163517,0.967925423,0.967925423,0.967925423,0.964163517,0.967925423,0.967925423,0.967925423,0.967925423,0.967925423,0.967925423,0.967925423,0.964163517,0.964163517,0.753317057,0.753317057,0.961256625,0.961256625,0.961256625,0.961256625,0.961256625,0.961256625,0.961256625,0.961256625,0.961256625,0.961256625,0.961256625,0,0,0,0,0,0,0,0,0.957841264,0.957841264,0.957841264,0.957841264,0.957841264,1,1,1,0.773207592,0.773103957,0.773103957,0.773103957,0.773207592,0.773103957,0.773103957,0.773103957,0.773103957,0.773103957,0.773103957,0.773103957,0.773207592,0.773207592,0.24302864,0.24302864,0.7733147,0.7733147,0.7733147,0.7733147,0.7733147,0.7733147,0.7733147,0.7733147,0.7733147,0.7733147,0.7733147,0,0,0,0,0,0,0,0,0.773492056,0.773492056,0.773492056,0.773492056,0.773492056,1,1,1,0.382976678,0.353558066,0.355016294,0.355015902,0.360803377,0.355359976,0.355359976,0.354950276,0.353524914,0.354938046,0.354954011,0.355212863,0.360113305,0.387880496,0.387880496,0.387880496,1.361890453,1.380809854,0.363872135,0.374465714,1.234370827,0.439821249,0.440805408,0.401116521,0.388030277,0.387430425,0.411361648,0,0,0,0,0,0,0,0,0.503020965,0.559392281,0.777104364,1.564052219,0.566885457,1,1,1
SL2_3060_0001,N24025,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0.913758051,0.920639219,0.920639219,0.920639219,0.913758051,0.920639219,0.920639219,0.920639219,0.920639219,0.920639219,0.920639219,0.920639219,0.913758051,0.913758051,0.718033231,0.718033231,0.92005605,0.92005605,0.92005605,0.92005605,0.92005605,0.92005605,0.92005605,0.92005605,0.92005605,0.92005605,0.92005605,0,0,0,0,0,0,0,0,0.923818572,0.923818572,0.923818572,0.923818572,0.923818572,1,1,1,0.832420787,0.852992873,0.852992873,0.852992873,0.832420787,0.852992873,0.852992873,0.852992873,0.852992873,0.852992873,0.852992873,0.852992873,0.832420787,0.832420787,0.229268137,0.229268137,0.857457861,0.857457861,0.857457861,0.857457861,0.857457861,0.857457861,0.857457861,0.857457861,0.857457861,0.857457861,0.857457861,0,0,0,0,0,0,0,0,0.885428149,0.885428149,0.885428149,0.885428149,0.885428149,1,1,1,0.356361538,0.357725561,0.357536835,0.357536439,0.354563898,0.358118667,0.358118667,0.358185368,0.357703337,0.357838994,0.357658423,0.358038211,0.354279593,0.377119717,0.377119717,0.377119717,1.21280415,1.229652443,0.30017573,0.308914886,1.099244112,0.391673967,0.39255039,0.35720625,0.32010495,0.345018372,0.366329842,0,0,0,0,0,0,0,0,0.436472587,0.485386123,0.674295458,1.357132139,0.504629173,1,1,1
SL9_2720_0001,N24025,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0.947881792,0.947205657,0.947205657,0.947205657,0.947881792,0.947205657,0.947205657,0.947205657,0.947205657,0.947205657,0.947205657,0.947205657,0.947881792,0.947881792,0.741919849,0.741919849,0.947629108,0.947629108,0.947629108,0.947629108,0.947629108,0.947629108,0.947629108,0.947629108,0.947629108,0.947629108,0.947629108,0,0,0,0,0,0,0,0,0.945419802,0.945419802,0.945419802,0.945419802,0.945419802,1,1,1,1.015139163,0.957797571,0.957797571,0.957797571,1.015139163,0.957797571,0.957797571,0.957797571,0.957797571,0.957797571,0.957797571,0.957797571,1.015139163,1.015139163,0.190465169,0.190465169,1.056925096,1.056925096,1.056925096,1.056925096,1.056925096,1.056925096,1.056925096,1.056925096,1.056925096,1.056925096,1.056925096,0,0,0,0,0,0,0,0,1.018482572,1.018482572,1.018482572,1.018482572,1.018482572,1,1,1,0.250102542,0.229701646,0.229810947,0.229810693,0.235818391,0.230795701,0.230795701,0.230652323,0.229897176,0.23059568,0.23040542,0.230507458,0.235585963,0.253175722,0.253175722,0.253175722,0.82902653,0.840543378,0.304985305,0.313864484,0.751401232,0.267733343,0.268332432,0.24417253,0.325233841,0.235841363,0.250409068,0,0,0,0,0,0,0,0,0.318940004,0.354682187,0.492722343,0.991685943,0.335510451,1,1,1
SL9_2970_0000,N24025,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0.884319556,0.882254207,0.882254207,0.882254207,0.884319556,0.882254207,0.882254207,0.882254207,0.882254207,0.882254207,0.882254207,0.882254207,0.884319556,0.884319556,0.697426284,0.697426284,0.852322335,0.852322335,0.852322335,0.852322335,0.852322335,0.852322335,0.852322335,0.852322335,0.852322335,0.852322335,0.852322335,0,0,0,0,0,0,0,0,0.883985195,0.883985195,0.883985195,0.883985195,0.883985195,1,1,1,0.888309037,0.866560449,0.866560449,0.866560449,0.888309037,0.866560449,0.866560449,0.866560449,0.866560449,0.866560449,0.866560449,0.866560449,0.888309037,0.888309037,0.189271353,0.189271353,1.020495783,1.020495783,1.020495783,1.020495783,1.020495783,1.020495783,1.020495783,1.020495783,1.020495783,1.020495783,1.020495783,0,0,0,0,0,0,0,0,0.905930053,0.905930053,0.905930053,0.905930053,0.905930053,1,1,1,0.289113485,0.267249363,0.267265832,0.267265536,0.2813754,0.267288109,0.267288109,0.267878471,0.26744591,0.267264106,0.267074511,0.267490738,0.281423335,0.296814969,0.296814969,0.296814969,0.977758224,0.991341256,0.274383716,0.282371978,0.886206541,0.315766105,0.316472674,0.287978359,0.292600557,0.278152537,0.295333765,0,0,0,0,0,0,0,0,0.479061729,0.532748039,0.740090345,1.48955533,0.919711812,1,1,1
SL9_2971_0000,N24025,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0.887263722,0.890280504,0.890280504,0.890280504,0.887263722,0.890280504,0.890280504,0.890280504,0.890280504,0.890280504,0.890280504,0.890280504,0.887263722,0.887263722,0.6994872,0.6994872,0.889412196,0.889412196,0.889412196,0.889412196,0.889412196,0.889412196,0.889412196,0.889412196,0.889412196,0.889412196,0.889412196,0,0,0,0,0,0,0,0,0.897948,0.897948,0.897948,0.897948,0.897948,1,1,1,0.777094815,0.783175661,0.783175661,0.783175661,0.777094815,0.783175661,0.783175661,0.783175661,0.783175661,0.783175661,0.783175661,0.783175661,0.777094815,0.777094815,0.268953523,0.268953523,0.784591645,0.784591645,0.784591645,0.784591645,0.784591645,0.784591645,0.784591645,0.784591645,0.784591645,0.784591645,0.784591645,0,0,0,0,0,0,0,0,0.797199861,0.797199861,0.797199861,0.797199861,0.797199861,1,1,1,0.291834383,0.287836734,0.287953051,0.287952732,0.278024504,0.289453316,0.289453316,0.289259153,0.288285558,0.289126415,0.28882971,0.288952434,0.277824597,0.268555991,0.268555991,0.268555991,1.040058567,1.054507075,0.540721987,0.556464279,0.942673436,0.335885943,0.336637532,0.306327629,0.576621517,0.29587573,0.314151704,0,0,0,0,0,0,0,0,0.541721907,0.602430264,0.83689247,1.684385761,0.234926772,1,1,1
WU0_3160_0000,N24025,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0.745823757,0.755499925,0.755499925,0.755499925,0.745823757,0.755499925,0.755499925,0.755499925,0.755499925,0.755499925,0.755499925,0.755499925,0.745823757,0.745823757,0.600479225,0.600479225,0.751221583,0.751221583,0.751221583,0.751221583,0.751221583,0.751221583,0.751221583,0.751221583,0.751221583,0.751221583,0.751221583,0,0,0,0,0,0,0,0,0.733240802,0.733240802,0.733240802,0.733240802,0.733240802,1,1,1,1.184672862,1.184672862,1.184672862,1.184672862,1.184672862,1.184672862,1.184672862,1.184672862,1.184672862,1.184672862,1.184672862,1.184672862,1.184672862,1.184672862,0.201495542,0.201495542,1.184672862,1.184672862,1.184672862,1.184672862,1.184672862,1.184672862,1.184672862,1.184672862,1.184672862,1.184672862,1.184672862,0,0,0,0,0,0,0,0,1.184672862,1.184672862,1.184672862,1.184672862,1.184672862,1,1,1,0.038561076,0.051814775,0.051638107,0.05163805,0.040192192,0.050933389,0.050933389,0.051669623,0.051731982,0.051177389,0.051186842,0.051383739,0.040325372,0.044015422,0.044015422,0.044015422,0.132173801,0.134009961,0.05821176,0.059906506,0.119797803,0.042685406,0.04278092,0.038929045,0.062076546,0.037600786,0.039923352,0,0,0,0,0,0,0,0,0.016722964,0.018597032,0.025834884,0.051997016,0.05373446,1,1,1
WU0_3161_0000,N24025,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0.894574587,0.89143095,0.89143095,0.89143095,0.894574587,0.89143095,0.89143095,0.89143095,0.89143095,0.89143095,0.89143095,0.89143095,0.894574587,0.894574587,0.704604806,0.704604806,0.849754955,0.849754955,0.849754955,0.849754955,0.849754955,0.849754955,0.849754955,0.849754955,0.849754955,0.849754955,0.849754955,0,0,0,0,0,0,0,0,0.869200767,0.869200767,0.869200767,0.869200767,0.869200767,1,1,1,1.121163395,1.141709126,1.141709126,1.141709126,1.121163395,1.141709126,1.141709126,1.141709126,1.141709126,1.141709126,1.141709126,1.141709126,1.121163395,1.121163395,0.169114723,0.169114723,1.148943717,1.148943717,1.148943717,1.148943717,1.148943717,1.148943717,1.148943717,1.148943717,1.148943717,1.148943717,1.148943717,0,0,0,0,0,0,0,0,1.145653685,1.145653685,1.145653685,1.145653685,1.145653685,1,1,1,0.126446411,0.122826063,0.12268541,0.122685274,0.128118777,0.122071652,0.122071652,0.122862737,0.122827318,0.122263729,0.122220548,0.122516765,0.128263218,0.142519029,0.142519029,0.142519029,0.534454746,0.541879399,0.172171913,0.177184435,0.484411463,0.172601661,0.17298788,0.157412535,0.183602724,0.152041619,0.161433091,0,0,0,0,0,0,0,0,0.172395168,0.191714725,0.266328933,0.536031425,0.17348102,1,1,1
WU0_3162_0000,N24025,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0.740639853,0.740694372,0.740694372,0.740694372,0.740639853,0.740694372,0.740694372,0.740694372,0.740694372,0.740694372,0.740694372,0.740694372,0.740639853,0.740639853,0.596850492,0.596850492,0.740874558,0.740874558,0.740874558,0.740874558,0.740874558,0.740874558,0.740874558,0.740874558,0.740874558,0.740874558,0.740874558,0,0,0,0,0,0,0,0,0.739188194,0.739188194,0.739188194,0.739188194,0.739188194,1,1,1,1.184672862,1.184672862,1.184672862,1.184672862,1.184672862,1.184672862,1.184672862,1.184672862,1.184672862,1.184672862,1.184672862,1.184672862,1.184672862,1.184672862,0.200630774,0.200630774,1.184672862,1.184672862,1.184672862,1.184672862,1.184672862,1.184672862,1.184672862,1.184672862,1.184672862,1.184672862,1.184672862,0,0,0,0,0,0,0,0,1.184672862,1.184672862,1.184672862,1.184672862,1.184672862,1,1,1,0.021215197,0.029751655,0.029646444,0.029646412,0.024335295,0.029242173,0.029242173,0.029539527,0.029557602,0.02934535,0.029350103,0.029478048,0.024406954,0.025328561,0.025328561,0.025328561,0.065938631,0.066854651,0.270883756,0.278770122,0.059764515,0.021294819,0.021342469,0.019420853,0.288868228,0.018758213,0.019916891,0,0,0,0,0,0,0,0,0.013871585,0.015426112,0.021429861,0.043131171,0.027256135,1,1,1
WU0_3163_0000,N24025,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0.695908677,0.695800983,0.695800983,0.695800983,0.695908677,0.695800983,0.695800983,0.695800983,0.695800983,0.695800983,0.695800983,0.695800983,0.695908677,0.695908677,0.565538669,0.565538669,0.699153563,0.699153563,0.699153563,0.699153563,0.699153563,0.699153563,0.699153563,0.699153563,0.699153563,0.699153563,0.699153563,0,0,0,0,0,0,0,0,0.68961325,0.68961325,0.68961325,0.68961325,0.68961325,1,1,1,1.184672862,1.184672862,1.184672862,1.184672862,1.184672862,1.184672862,1.184672862,1.184672862,1.184672862,1.184672862,1.184672862,1.184672862,1.184672862,1.184672862,0.20078311,0.20078311,1.184672862,1.184672862,1.184672862,1.184672862,1.184672862,1.184672862,1.184672862,1.184672862,1.184672862,1.184672862,1.184672862,0,0,0,0,0,0,0,0,1.184672862,1.184672862,1.184672862,1.184672862,1.184672862,1,1,1,0.011746648,0.016747732,0.016666956,0.016666938,0.013862617,0.016434444,0.016434444,0.01653134,0.016529546,0.016472988,0.016476533,0.016557283,0.013898171,0.014276922,0.014276922,0.014276922,0.045741786,0.046377232,0.270883756,0.278770122,0.041458787,0.014772267,0.014805322,0.013472292,0.288868228,0.013012618,0.013816395,0,0,0,0,0,0,0,0,0.005960003,0.006627914,0.009207458,0.018531546,0.018855034,1,1,1
WU0_3164_0000,N24025,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0.667480727,0.667434254,0.667434254,0.667434254,0.667480727,0.667434254,0.667434254,0.667434254,0.667434254,0.667434254,0.667434254,0.667434254,0.667480727,0.667480727,0.545639104,0.545639104,0.667816428,0.667816428,0.667816428,0.667816428,0.667816428,0.667816428,0.667816428,0.667816428,0.667816428,0.667816428,0.667816428,0,0,0,0,0,0,0,0,0.670542406,0.670542406,0.670542406,0.670542406,0.670542406,1,1,1,1.184672862,1.184672862,1.184672862,1.184672862,1.184672862,1.184672862,1.184672862,1.184672862,1.184672862,1.184672862,1.184672862,1.184672862,1.184672862,1.184672862,0.202429553,0.202429553,1.184672862,1.184672862,1.184672862,1.184672862,1.184672862,1.184672862,1.184672862,1.184672862,1.184672862,1.184672862,1.184672862,0,0,0,0,0,0,0,0,1.184672862,1.184672862,1.184672862,1.184672862,1.184672862,1,1,1,0.01073065,0.013473502,0.013399023,0.013399008,0.010916642,0.013242385,0.013242385,0.013242177,0.013231003,0.013244857,0.013246092,0.013312872,0.010934932,0.011078312,0.011078312,0.011078312,0.040043333,0.040599615,0.270883756,0.278770122,0.036293904,0.012931957,0.012960894,0.011793931,0.288868228,0.011391522,0.012095166,0,0,0,0,0,0,0,0,0.00570698,0.006346535,0.008816568,0.017744815,0.018010434,1,1,1
WU0_3250_0001,N24025,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0.794950443,0.823752154,0.823752154,0.823752154,0.794950443,0.823752154,0.823752154,0.823752154,0.823752154,0.823752154,0.823752154,0.823752154,0.794950443,0.794950443,0.634867905,0.634867905,0.829207644,0.829207644,0.829207644,0.829207644,0.829207644,0.829207644,0.829207644,0.829207644,0.829207644,0.829207644,0.829207644,0,0,0,0,0,0,0,0,0.814508452,0.814508452,0.814508452,0.814508452,0.814508452,1,1,1,0.922242456,0.936285245,0.936285245,0.936285245,0.922242456,0.936285245,0.936285245,0.936285245,0.936285245,0.936285245,0.936285245,0.936285245,0.922242456,0.922242456,0.176335402,0.176335402,0.903266195,0.903266195,0.903266195,0.903266195,0.903266195,0.903266195,0.903266195,0.903266195,0.903266195,0.903266195,0.903266195,0,0,0,0,0,0,0,0,0.925005975,0.925005975,0.925005975,0.925005975,0.925005975,1,1,1,0.214743036,0.206355838,0.205750783,0.205750555,0.208628721,0.205086694,0.205086694,0.205923662,0.206302834,0.205165887,0.205120602,0.20556125,0.208696419,0.228261745,0.228261745,0.228261745,0.941746751,0.95482951,0.279116215,0.287242256,0.853566976,0.304136234,0.304816779,0.277371928,0.297647255,0.267907997,0.28445643,0,0,0,0,0,0,0,0,0.302957452,0.336908542,0.468031304,0.941991106,0.309194698,1,1,1
WU0_3251_0000,N24025,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0.666204116,0.668684434,0.668684434,0.668684434,0.666204116,0.668684434,0.668684434,0.668684434,0.668684434,0.668684434,0.668684434,0.668684434,0.666204116,0.666204116,0.544745476,0.544745476,0.664525087,0.664525087,0.664525087,0.664525087,0.664525087,0.664525087,0.664525087,0.664525087,0.664525087,0.664525087,0.664525087,0,0,0,0,0,0,0,0,0.660620611,0.660620611,0.660620611,0.660620611,0.660620611,1,1,1,1.184672862,1.184672862,1.184672862,1.184672862,1.184672862,1.184672862,1.184672862,1.184672862,1.184672862,1.184672862,1.184672862,1.184672862,1.184672862,1.184672862,0.198842008,0.198842008,1.184672862,1.184672862,1.184672862,1.184672862,1.184672862,1.184672862,1.184672862,1.184672862,1.184672862,1.184672862,1.184672862,0,0,0,0,0,0,0,0,1.184672862,1.184672862,1.184672862,1.184672862,1.184672862,1,1,1,0.07420458,0.111238869,0.11075913,0.110759007,0.086792615,0.109947144,0.109947144,0.110241262,0.110295535,0.109963784,0.10995391,0.110352483,0.08688974,0.087222275,0.087222275,0.087222275,0.23264277,0.235874646,0.080314511,0.082652744,0.210859433,0.075131765,0.075299882,0.068520091,0.085646739,0.066182186,0.070270199,0,0,0,0,0,0,0,0,0.048889543,0.054368376,0.075528218,0.152013142,0.08944922,1,1,1
WU0_3252_0000,N24025,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0.686811383,0.699659467,0.699659467,0.699659467,0.686811383,0.699659467,0.699659467,0.699659467,0.699659467,0.699659467,0.699659467,0.699659467,0.686811383,0.686811383,0.559170563,0.559170563,0.694011508,0.694011508,0.694011508,0.694011508,0.694011508,0.694011508,0.694011508,0.694011508,0.694011508,0.694011508,0.694011508,0,0,0,0,0,0,0,0,0.679482143,0.679482143,0.679482143,0.679482143,0.679482143,1,1,1,1.184672862,1.184672862,1.184672862,1.184672862,1.184672862,1.184672862,1.184672862,1.184672862,1.184672862,1.184672862,1.184672862,1.184672862,1.184672862,1.184672862,0.202730295,0.202730295,1.184672862,1.184672862,1.184672862,1.184672862,1.184672862,1.184672862,1.184672862,1.184672862,1.184672862,1.184672862,1.184672862,0,0,0,0,0,0,0,0,1.184672862,1.184672862,1.184672862,1.184672862,1.184672862,1,1,1,0.06513199,0.057275013,0.057054623,0.05705456,0.058089145,0.056320227,0.056320227,0.05699017,0.057043439,0.05653909,0.056548959,0.056771185,0.058251833,0.068516674,0.068516674,0.068516674,0.221457743,0.224534237,0.157864774,0.162460765,0.200721707,0.071519571,0.071679606,0.065225774,0.168345707,0.063000271,0.06689174,0,0,0,0,0,0,0,0,0.037145008,0.041307684,0.057384383,0.115495648,0.053455529,1,1,1
WU0_3253_0000,N24025,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0.839129442,0.831441431,0.831441431,0.831441431,0.839129442,0.831441431,0.831441431,0.831441431,0.831441431,0.831441431,0.831441431,0.831441431,0.839129442,0.839129442,0.665793204,0.665793204,0.793521069,0.793521069,0.793521069,0.793521069,0.793521069,0.793521069,0.793521069,0.793521069,0.793521069,0.793521069,0.793521069,0,0,0,0,0,0,0,0,0.824431013,0.824431013,0.824431013,0.824431013,0.824431013,1,1,1,1.066074396,1.048814973,1.048814973,1.048814973,1.066074396,1.048814973,1.048814973,1.048814973,1.048814973,1.048814973,1.048814973,1.048814973,1.066074396,1.066074396,0.172977585,0.172977585,1.114263417,1.114263417,1.114263417,1.114263417,1.114263417,1.114263417,1.114263417,1.114263417,1.114263417,1.114263417,1.114263417,0,0,0,0,0,0,0,0,1.124731733,1.124731733,1.124731733,1.124731733,1.124731733,1,1,1,0.146758379,0.125088386,0.124749125,0.124748987,0.139078523,0.124000488,0.124000488,0.124888238,0.12499932,0.1242151,0.124194998,0.124513711,0.139236499,0.161432672,0.161432672,0.161432672,0.577104399,0.585121542,0.184582279,0.189956109,0.523067647,0.186375327,0.186792366,0.169974104,0.196837036,0.164174587,0.174315501,0,0,0,0,0,0,0,0,0.164900654,0.183380334,0.254750848,0.512728596,0.414198238,1,1,1
WU0_3254_0000,N24025,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0.685298609,0.687568938,0.687568938,0.687568938,0.685298609,0.687568938,0.687568938,0.687568938,0.687568938,0.687568938,0.687568938,0.687568938,0.685298609,0.685298609,0.558111621,0.558111621,0.686109719,0.686109719,0.686109719,0.686109719,0.686109719,0.686109719,0.686109719,0.686109719,0.686109719,0.686109719,0.686109719,0,0,0,0,0,0,0,0,0.686185691,0.686185691,0.686185691,0.686185691,0.686185691,1,1,1,1.182947047,1.183847528,1.183847528,1.183847528,1.182947047,1.183847528,1.183847528,1.183847528,1.183847528,1.183847528,1.183847528,1.183847528,1.182947047,1.182947047,0.182182955,0.182182955,1.184198684,1.184198684,1.184198684,1.184198684,1.184198684,1.184198684,1.184198684,1.184198684,1.184198684,1.184198684,1.184198684,0,0,0,0,0,0,0,0,1.18447829,1.18447829,1.18447829,1.18447829,1.18447829,1,1,1,0.215954709,0.271780231,0.270817157,0.270816858,0.21875875,0.268932721,0.268932721,0.270580601,0.270961622,0.269264013,0.269242036,0.270062562,0.219032768,0.225381048,0.225381048,0.225381048,0.838091415,0.849734193,0.230273888,0.236977959,0.759617333,0.27066084,0.271266479,0.246842404,0.245562196,0.23842014,0.253147135,0,0,0,0,0,0,0,0,0.215046992,0.239146349,0.332220658,0.668649517,0.332411038,1,1,1
WU0_3255_0000,N24025,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0.640463483,0.640463624,0.640463624,0.640463624,0.640463483,0.640463624,0.640463624,0.640463624,0.640463624,0.640463624,0.640463624,0.640463624,0.640463483,0.640463483,0.526727033,0.526727033,0.640503026,0.640503026,0.640503026,0.640503026,0.640503026,0.640503026,0.640503026,0.640503026,0.640503026,0.640503026,0.640503026,0,0,0,0,0,0,0,0,0.640457836,0.640457836,0.640457836,0.640457836,0.640457836,1,1,1,1.184672862,1.184672862,1.184672862,1.184672862,1.184672862,1.184672862,1.184672862,1.184672862,1.184672862,1.184672862,1.184672862,1.184672862,1.184672862,1.184672862,0.203499224,0.203499224,1.184672862,1.184672862,1.184672862,1.184672862,1.184672862,1.184672862,1.184672862,1.184672862,1.184672862,1.184672862,1.184672862,0,0,0,0,0,0,0,0,1.184672862,1.184672862,1.184672862,1.184672862,1.184672862,1,1,1,0.012050677,0.014759688,0.014665048,0.014665031,0.013123804,0.014577954,0.014577954,0.014468413,0.014462169,0.014529383,0.014526762,0.014593865,0.013123053,0.013126861,0.013126861,0.013126861,0.091695707,0.092969545,0.270883756,0.278770122,0.083109846,0.029613043,0.029679306,0.027007064,0.288868228,0.026085583,0.027696866,0,0,0,0,0,0,0,0,0.006942742,0.007720784,0.010725666,0.021587193,0.027952755,1,1,1
