"","Model"
"Jan. Low Flow",47.6
"Feb. Low Flow",47.7
"Mar. Low Flow",47.7
"Apr. Low Flow",49.2
"May Low Flow",51.5
"Jun. Low Flow",51.9
"Jul. Low Flow",49.9
"Aug. Low Flow",50.1
"Sep. Low Flow",49.6
"Oct. Low Flow",49.3
"Nov. Low Flow",48
"Dec. Low Flow",47.6
