"","Model"
"Min. 1 Day Min",45.2
"Med. 1 Day Min",45.8
"Min. 3 Day Min",68.1
"Med. 3 Day Min",84.2
"Min. 7 Day Min",93.6
"Med. 7 Day Min",129
"Min. 30 Day Min",93.4
"Med. 30 Day Min",126
"Min. 90 Day Min",102
"Med. 90 Day Min",155
"7Q10",102
"Year of 90-Day Low Flow",1985
"Drought Year Mean",158.145698082267
"Mean Baseflow",54.4
