"","Model"
"Min. 1 Day Min",11.1
"Med. 1 Day Min",25.7
"Min. 3 Day Min",11.3
"Med. 3 Day Min",26.3
"Min. 7 Day Min",11.8
"Med. 7 Day Min",28.3
"Min. 30 Day Min",13.7
"Med. 30 Day Min",33.6
"Min. 90 Day Min",23.8
"Med. 90 Day Min",45.9
"7Q10",14.6
"Year of 90-Day Low Flow",1985
"Drought Year Mean",82.0514787482148
"Mean Baseflow",82.2
