"","Model"
"Overall Mean Flow",1550
"Jan. Mean Flow",1880
"Feb. Mean Flow",2240
"Mar. Mean Flow",2540
"Apr. Mean Flow",2120
"May Mean Flow",1580
"Jun. Mean Flow",1410
"Jul. Mean Flow",1020
"Aug. Mean Flow",1080
"Sep. Mean Flow",1130
"Oct. Mean Flow",1080
"Nov. Mean Flow",1310
"Dec. Mean Flow",1320
