"","Model"
"Min. 1 Day Min",17
"Med. 1 Day Min",40.1
"Min. 3 Day Min",17.2
"Med. 3 Day Min",40.5
"Min. 7 Day Min",18
"Med. 7 Day Min",44.6
"Min. 30 Day Min",20.3
"Med. 30 Day Min",52.9
"Min. 90 Day Min",37
"Med. 90 Day Min",72.9
"7Q10",23.2
"Year of 90-Day Low Flow",1985
"Drought Year Mean",126.246100910343
"Mean Baseflow",130
