"","Model"
"Jan. High Flow",151
"Feb. High Flow",341
"Mar. High Flow",340
"Apr. High Flow",573
"May High Flow",463
"Jun. High Flow",1270
"Jul. High Flow",593
"Aug. High Flow",443
"Sep. High Flow",247
"Oct. High Flow",154
"Nov. High Flow",144
"Dec. High Flow",155
