"","USGS Gage","Model","Pct. Error"
"1% Non-Exceedance",104,18.5,-82.2
"5% Non-Exceedance",130,49.2,-62.2
"50% Non-Exceedance",302,301,-0.331
"95% Non-Exceedance",1490,1530,2.68
"99% Non-Exceedance",4280,4370,2.1
"Sept. 10% Non-Exceedance",127,43.2,-66
