"","Model"
"Min. 1 Day Min",84.7
"Med. 1 Day Min",254
"Min. 3 Day Min",85.7
"Med. 3 Day Min",260
"Min. 7 Day Min",87
"Med. 7 Day Min",280
"Min. 30 Day Min",90.8
"Med. 30 Day Min",326
"Min. 90 Day Min",121
"Med. 90 Day Min",468
"7Q10",102
"Year of 90-Day Low Flow",2002
"Drought Year Mean",373.002956164224
"Mean Baseflow",914
