"","Model"
"Min. 1 Day Min",0
"Med. 1 Day Min",0
"Min. 3 Day Min",-1.19e-13
"Med. 3 Day Min",2.17e-15
"Min. 7 Day Min",-8.21e-14
"Med. 7 Day Min",2.66e-14
"Min. 30 Day Min",1.61e-05
"Med. 30 Day Min",3.13
"Min. 90 Day Min",2.53
"Med. 90 Day Min",16.7
"7Q10",2.67e-15
"Year of 90-Day Low Flow",1987
"Drought Year Mean",68.841925948653
"Mean Baseflow",27.3
