"","Model"
"Overall Mean Flow",62.5
"Jan. Mean Flow",79
"Feb. Mean Flow",105
"Mar. Mean Flow",106
"Apr. Mean Flow",84.4
"May Mean Flow",75.5
"Jun. Mean Flow",53.4
"Jul. Mean Flow",27.4
"Aug. Mean Flow",29.1
"Sep. Mean Flow",43.4
"Oct. Mean Flow",35.1
"Nov. Mean Flow",55
"Dec. Mean Flow",60.5
