"","Overall Mean Flow","Jan. Low Flow","Feb. Low Flow","Mar. Low Flow","Apr. Low Flow","May Low Flow","Jun. Low Flow","Jul. Low Flow","Aug. Low Flow","Sep. Low Flow","Oct. Low Flow","Nov. Low Flow","Dec. Low Flow","Jan. Mean Flow","Feb. Mean Flow","Mar. Mean Flow","Apr. Mean Flow","May Mean Flow","Jun. Mean Flow","Jul. Mean Flow","Aug. Mean Flow","Sep. Mean Flow","Oct. Mean Flow","Nov. Mean Flow","Dec. Mean Flow","Min. 1 Day Min","Med. 1 Day Min.","Min. 3 Day Min","Med. 3 Day Min.","Min. 7 Day Min","Med. 7 Day Min.","Min. 30 Day Min","Med. 30 Day Min.","Min. 90 Day Min","Med. 90 Day Min.","7Q10","Year of 90-Day Low Flow","1% Non-Exceedance","5% Non-Exceedance","50% Non-Exceedance","95% Non-Exceedance","99% Non-Exceedance","Sept. 10% Non-Exceedance","Mean Baseflow","Jan. High Flow","Feb. High Flow","Mar. High Flow","Apr. High Flow","May High Flow","Jun. High Flow","Jul. High Flow","Aug. High Flow","Sep. High Flow","Oct. High Flow","Nov. High Flow","Dec. High Flow","Max. 1 Day Max","Med. 1 Day Max.","Max. 3 Day Max","Med. 3 Day Max.","Max. 7 Day Max","Med. 7 Day Max.","Max. 30 Day Max","Med. 30 Day Max.","Max. 90 Day Max","Med. 90 Day Max.","Drought Year Mean"
"USGS Gage",294,35,39,72,118,173,207,206,121,78.7,55,44,37,427,562,566,449,372,230,152,115,89.2,92.2,184,304,17,26,18,27,21,27.7,25.1,35.3,31.5,62.8,22.5,1988,26,32,156,945,2240,27,134,94,319,1210,1560,1870,1580,928,1210,410,274,226,129,12700,4370,5840,2760,3040,1830,1330,880,951,572,135.046448087432
"Model",287,35.7,75.2,93.3,146,211,240,170,116,65.1,37,46.1,36.8,405,556,541,397,289,221,143,136,137,147,200,293,5.03,16.1,5.36,17.8,6.11,20.2,14,36.3,31.4,75.5,8.53,1988,13.1,26.9,179,843,1950,21,159,127,356,431,1320,1310,1620,841,628,431,196,209,153,5890,3100,4510,2150,2450,1360,1570,723,1030,569,116.280041944384
"Pct. Error",2.38,-2,-92.8,-29.6,-23.7,-22,-15.9,17.5,4.13,17.3,32.7,-4.77,0.541,5.15,1.07,4.42,11.6,22.3,3.91,5.92,-18.3,-53.6,-59.4,-8.7,3.62,70.4,38.1,70.2,34.1,70.9,27.1,44.2,-2.83,0.317,-20.2,62.1,0,49.6,15.9,-14.7,10.8,12.9,22.2,-18.7,-35.1,-11.6,64.4,15.4,29.9,-2.53,9.38,48.1,-5.12,28.5,7.52,-18.6,53.6,29.1,22.8,22.1,19.4,25.7,-18,17.8,-8.31,0.524,13.9
