"","Model"
"Overall Mean Flow",126
"Jan. Mean Flow",147
"Feb. Mean Flow",168
"Mar. Mean Flow",242
"Apr. Mean Flow",202
"May Mean Flow",135
"Jun. Mean Flow",111
"Jul. Mean Flow",74.4
"Aug. Mean Flow",78
"Sep. Mean Flow",96
"Oct. Mean Flow",78
"Nov. Mean Flow",78
"Dec. Mean Flow",101
