"","Model"
"Min. 1 Day Min",7.85
"Med. 1 Day Min",22.6
"Min. 3 Day Min",8
"Med. 3 Day Min",23
"Min. 7 Day Min",8.24
"Med. 7 Day Min",24.4
"Min. 30 Day Min",9.92
"Med. 30 Day Min",33.9
"Min. 90 Day Min",15.2
"Med. 90 Day Min",51.5
"7Q10",13.8
"Year of 90-Day Low Flow",2002
"Drought Year Mean",29.2434769344512
"Mean Baseflow",77.3
