"","Model"
"Jan. Low Flow",34.9
"Feb. Low Flow",40.9
"Mar. Low Flow",65.7
"Apr. Low Flow",113
"May Low Flow",139
"Jun. Low Flow",142
"Jul. Low Flow",105
"Aug. Low Flow",80.9
"Sep. Low Flow",67.8
"Oct. Low Flow",43.9
"Nov. Low Flow",38.9
"Dec. Low Flow",32.3
