"","USGS Gage","Model","Pct. Error"
"Jan. High Flow",30,40.3,-34.3
"Feb. High Flow",65,85.1,-30.9
"Mar. High Flow",95,95.7,-0.737
"Apr. High Flow",160,193,-20.6
"May High Flow",240,236,1.67
"Jun. High Flow",315,367,-16.5
"Jul. High Flow",197,179,9.14
"Aug. High Flow",115,134,-16.5
"Sep. High Flow",69,38.5,44.2
"Oct. High Flow",40,41.7,-4.25
"Nov. High Flow",46,56.6,-23
"Dec. High Flow",33,81.6,-147
