"","USGS Gage","Model","Pct. Error"
"1% Non-Exceedance",1.5,0.00593,99.6
"5% Non-Exceedance",2.2,0.37,83.2
"50% Non-Exceedance",25,26.8,-7.2
"95% Non-Exceedance",190,185,2.63
"99% Non-Exceedance",440,522,-18.6
"Sept. 10% Non-Exceedance",2.09,0.322,84.6
