"site_no","Date","Flow","AGWR","delta_AGWR","Month","Season","GroupID","q1","med","q3","iqr","duration"
"01634000",1928-01-03,270,0,0,"01","Winter",1,-0.013840830449827,0,0.0066079295154185,0.0204487599652455,16
"01634000",1928-01-04,270,0,0,"01","Winter",1,-0.013840830449827,0,0.0066079295154185,0.0204487599652455,16
"01634000",1928-01-05,270,0,0,"01","Winter",1,-0.013840830449827,0,0.0066079295154185,0.0204487599652455,16
"01634000",1928-01-06,270,0,0,"01","Winter",1,-0.013840830449827,0,0.0066079295154185,0.0204487599652455,16
"01634000",1928-01-07,270,0,0,"01","Winter",1,-0.013840830449827,0,0.0066079295154185,0.0204487599652455,16
"01634000",1928-01-08,270,0,0,"01","Winter",1,-0.013840830449827,0,0.0066079295154185,0.0204487599652455,16
"01634000",1928-01-09,294,0.0888888888888889,0,"01","Winter",1,-0.013840830449827,0,0.0066079295154185,0.0204487599652455,16
"01634000",1928-01-10,306,0.0408163265306122,-0.540816326530612,"01","Winter",1,-0.013840830449827,0,0.0066079295154185,0.0204487599652455,16
"01634000",1928-01-11,306,0,-1,"01","Winter",1,-0.013840830449827,0,0.0066079295154185,0.0204487599652455,16
"01634000",1928-01-12,289,-0.0555555555555556,0,"01","Winter",1,-0.013840830449827,0,0.0066079295154185,0.0204487599652455,16
"01634000",1928-01-13,273,-0.055363321799308,-0.00346020761245666,"01","Winter",1,-0.013840830449827,0,0.0066079295154185,0.0204487599652455,16
"01634000",1928-01-14,256,-0.0622710622710623,0.124771062271062,"01","Winter",1,-0.013840830449827,0,0.0066079295154185,0.0204487599652455,16
"01634000",1928-01-15,227,-0.11328125,0.819163602941176,"01","Winter",1,-0.013840830449827,0,0.0066079295154185,0.0204487599652455,16
"01634000",1928-01-16,233,0.026431718061674,-1.23332826978581,"01","Winter",1,-0.013840830449827,0,0.0066079295154185,0.0204487599652455,16
"01634000",1928-01-17,233,0,-1,"01","Winter",1,-0.013840830449827,0,0.0066079295154185,0.0204487599652455,16
"01634000",1928-01-18,256,0.0987124463519313,0,"01","Winter",1,-0.013840830449827,0,0.0066079295154185,0.0204487599652455,16
"01634000",1930-10-11,54,0.0588235294117647,0,"10","Fall",2,-0.0576923076923077,0,0.0523143683702989,0.110006676062607,14
"01634000",1930-10-12,54,0,-1,"10","Fall",2,-0.0576923076923077,0,0.0523143683702989,0.110006676062607,14
"01634000",1930-10-13,58,0.0740740740740741,0,"10","Fall",2,-0.0576923076923077,0,0.0523143683702989,0.110006676062607,14
"01634000",1930-10-14,46,-0.206896551724138,-3.79310344827586,"10","Fall",2,-0.0576923076923077,0,0.0523143683702989,0.110006676062607,14
"01634000",1930-10-15,61,0.326086956521739,-2.57608695652174,"10","Fall",2,-0.0576923076923077,0,0.0523143683702989,0.110006676062607,14
"01634000",1930-10-16,61,0,-1,"10","Fall",2,-0.0576923076923077,0,0.0523143683702989,0.110006676062607,14
"01634000",1930-10-17,63,0.0327868852459016,0,"10","Fall",2,-0.0576923076923077,0,0.0523143683702989,0.110006676062607,14
"01634000",1930-10-18,65,0.0317460317460317,-0.0317460317460318,"10","Fall",2,-0.0576923076923077,0,0.0523143683702989,0.110006676062607,14
"01634000",1930-10-19,65,0,-1,"10","Fall",2,-0.0576923076923077,0,0.0523143683702989,0.110006676062607,14
"01634000",1930-10-20,65,0,0,"10","Fall",2,-0.0576923076923077,0,0.0523143683702989,0.110006676062607,14
"01634000",1930-10-21,60,-0.0769230769230769,0,"10","Fall",2,-0.0576923076923077,0,0.0523143683702989,0.110006676062607,14
"01634000",1930-10-22,65,0.0833333333333333,-2.08333333333333,"10","Fall",2,-0.0576923076923077,0,0.0523143683702989,0.110006676062607,14
"01634000",1930-10-23,60,-0.0769230769230769,-1.92307692307692,"10","Fall",2,-0.0576923076923077,0,0.0523143683702989,0.110006676062607,14
