"","Model"
"Jan. Low Flow",76.7
"Feb. Low Flow",147
"Mar. Low Flow",196
"Apr. Low Flow",280
"May Low Flow",341
"Jun. Low Flow",299
"Jul. Low Flow",213
"Aug. Low Flow",155
"Sep. Low Flow",119
"Oct. Low Flow",85.2
"Nov. Low Flow",83.6
"Dec. Low Flow",73.5
