"","Model"
"Overall Mean Flow",534
"Jan. Mean Flow",753
"Feb. Mean Flow",1050
"Mar. Mean Flow",917
"Apr. Mean Flow",692
"May Mean Flow",514
"Jun. Mean Flow",343
"Jul. Mean Flow",245
"Aug. Mean Flow",234
"Sep. Mean Flow",263
"Oct. Mean Flow",257
"Nov. Mean Flow",474
"Dec. Mean Flow",695
