"","Model"
"Min. 1 Day Min",0
"Med. 1 Day Min",38.2
"Min. 3 Day Min",0.858
"Med. 3 Day Min",40.7
"Min. 7 Day Min",4.58
"Med. 7 Day Min",42.7
"Min. 30 Day Min",13.3
"Med. 30 Day Min",62.6
"Min. 90 Day Min",24.7
"Med. 90 Day Min",113
"7Q10",10.8
"Year of 90-Day Low Flow",2002
"Drought Year Mean",66.7776472370285
"Mean Baseflow",207
