"","Model"
"Jan. Low Flow",29.9
"Feb. Low Flow",112
"Mar. Low Flow",158
"Apr. Low Flow",250
"May Low Flow",399
"Jun. Low Flow",309
"Jul. Low Flow",227
"Aug. Low Flow",116
"Sep. Low Flow",81
"Oct. Low Flow",37.8
"Nov. Low Flow",42.1
"Dec. Low Flow",33.5
