"","Model"
"Min. 1 Day Min",27.5
"Med. 1 Day Min",58.2
"Min. 3 Day Min",28.2
"Med. 3 Day Min",59.2
"Min. 7 Day Min",29.8
"Med. 7 Day Min",62.4
"Min. 30 Day Min",38
"Med. 30 Day Min",82.2
"Min. 90 Day Min",72.4
"Med. 90 Day Min",122
"7Q10",40.6
"Year of 90-Day Low Flow",1988
"Drought Year Mean",126.20396530751
"Mean Baseflow",178
