"","Model"
"Min. 1 Day Min",110
"Med. 1 Day Min",392
"Min. 3 Day Min",111
"Med. 3 Day Min",407
"Min. 7 Day Min",114
"Med. 7 Day Min",425
"Min. 30 Day Min",146
"Med. 30 Day Min",619
"Min. 90 Day Min",274
"Med. 90 Day Min",852
"7Q10",170
"Year of 90-Day Low Flow",2002
"Drought Year Mean",724.571520856771
"Mean Baseflow",1840
