"","Model"
"Overall Mean Flow",3120
"Jan. Mean Flow",3890
"Feb. Mean Flow",4750
"Mar. Mean Flow",5690
"Apr. Mean Flow",4730
"May Mean Flow",3230
"Jun. Mean Flow",2630
"Jul. Mean Flow",1620
"Aug. Mean Flow",1420
"Sep. Mean Flow",2450
"Oct. Mean Flow",2000
"Nov. Mean Flow",2370
"Dec. Mean Flow",2790
