"","USGS Gage","Model","Pct. Error"
"1% Non-Exceedance",0.36,0.57,58.3
"5% Non-Exceedance",1.6,2.14,33.8
"50% Non-Exceedance",19,21.4,12.6
"95% Non-Exceedance",153,147,-3.92
"99% Non-Exceedance",446,486,8.97
"Sept. 10% Non-Exceedance",0.819,1.66,103
