"","Model"
"Overall Mean Flow",703
"Jan. Mean Flow",941
"Feb. Mean Flow",1170
"Mar. Mean Flow",1470
"Apr. Mean Flow",1070
"May Mean Flow",605
"Jun. Mean Flow",396
"Jul. Mean Flow",253
"Aug. Mean Flow",362
"Sep. Mean Flow",667
"Oct. Mean Flow",362
"Nov. Mean Flow",525
"Dec. Mean Flow",649
