"","Model"
"Jan. Low Flow",58.7
"Feb. Low Flow",144
"Mar. Low Flow",183
"Apr. Low Flow",313
"May Low Flow",535
"Jun. Low Flow",403
"Jul. Low Flow",303
"Aug. Low Flow",171
"Sep. Low Flow",116
"Oct. Low Flow",76.3
"Nov. Low Flow",58.3
"Dec. Low Flow",66.9
