"","Model"
"Overall Mean Flow",3530
"Jan. Mean Flow",4200
"Feb. Mean Flow",5090
"Mar. Mean Flow",6750
"Apr. Mean Flow",5550
"May Mean Flow",3650
"Jun. Mean Flow",3040
"Jul. Mean Flow",1830
"Aug. Mean Flow",1870
"Sep. Mean Flow",2730
"Oct. Mean Flow",2400
"Nov. Mean Flow",2370
"Dec. Mean Flow",3000
