"","USGS Gage","Model","Pct. Error"
"1% Non-Exceedance",786,518,-34.1
"5% Non-Exceedance",1170,795,-32.1
"50% Non-Exceedance",4410,4690,6.35
"95% Non-Exceedance",22500,21700,-3.56
"99% Non-Exceedance",46500,45500,-2.15
"Sept. 10% Non-Exceedance",1080,786,-27.2
