"","USGS Gage","Model","Pct. Error"
"Jan. High Flow",214,162,-24.3
"Feb. High Flow",1430,404,-71.7
"Mar. High Flow",915,559,-38.9
"Apr. High Flow",1620,1310,-19.1
"May High Flow",1740,1050,-39.7
"Jun. High Flow",2730,2070,-24.2
"Jul. High Flow",1930,1650,-14.5
"Aug. High Flow",976,590,-39.5
"Sep. High Flow",723,294,-59.3
"Oct. High Flow",243,130,-46.5
"Nov. High Flow",224,168,-25
"Dec. High Flow",120,83.5,-30.4
