"","Model"
"Min. 1 Day Min",0
"Med. 1 Day Min",2.87
"Min. 3 Day Min",-9.92e-13
"Med. 3 Day Min",3.12
"Min. 7 Day Min",0
"Med. 7 Day Min",3.2
"Min. 30 Day Min",0.157
"Med. 30 Day Min",9.37
"Min. 90 Day Min",3.58
"Med. 90 Day Min",24.8
"7Q10",3.41e-05
"Year of 90-Day Low Flow",1986
"Drought Year Mean",119.221268590644
"Mean Baseflow",149
