"","Overall Mean Flow","Jan. Low Flow","Feb. Low Flow","Mar. Low Flow","Apr. Low Flow","May Low Flow","Jun. Low Flow","Jul. Low Flow","Aug. Low Flow","Sep. Low Flow","Oct. Low Flow","Nov. Low Flow","Dec. Low Flow","Jan. Mean Flow","Feb. Mean Flow","Mar. Mean Flow","Apr. Mean Flow","May Mean Flow","Jun. Mean Flow","Jul. Mean Flow","Aug. Mean Flow","Sep. Mean Flow","Oct. Mean Flow","Nov. Mean Flow","Dec. Mean Flow","Min. 1 Day Min","Med. 1 Day Min.","Min. 3 Day Min","Med. 3 Day Min.","Min. 7 Day Min","Med. 7 Day Min.","Min. 30 Day Min","Med. 30 Day Min.","Min. 90 Day Min","Med. 90 Day Min.","7Q10","Year of 90-Day Low Flow","1% Non-Exceedance","5% Non-Exceedance","50% Non-Exceedance","95% Non-Exceedance","99% Non-Exceedance","Sept. 10% Non-Exceedance","Mean Baseflow","Jan. High Flow","Feb. High Flow","Mar. High Flow","Apr. High Flow","May High Flow","Jun. High Flow","Jul. High Flow","Aug. High Flow","Sep. High Flow","Oct. High Flow","Nov. High Flow","Dec. High Flow","Max. 1 Day Max","Med. 1 Day Max.","Max. 3 Day Max","Med. 3 Day Max.","Max. 7 Day Max","Med. 7 Day Max.","Max. 30 Day Max","Med. 30 Day Max.","Max. 90 Day Max","Med. 90 Day Max.","Drought Year Mean"
"USGS Gage",2160,612,840,731,1040,1500,1460,1470,1210,1100,653,569,506,2480,2710,3010,3010,2330,2180,1430,1610,2370,1380,1520,1990,104,360,109,472,126,635,224,783,336,1110,290,2002,221,490,1560,5320,14600,453,1270,2270,3200,4290,5360,6640,9740,5980,6740,4360,2540,2920,3800,41500,20800,34500,14600,24500,7410,9250,3950,6300,2860,731.167123287671
"Model",2290,480,837,917,1040,1750,1730,1530,1110,987,672,659,514,2340,3460,3700,3350,2410,2230,1140,1490,2420,1570,1480,2020,198,386,210,406,213,457,229,608,364,820,256,2002,252,393,1480,6350,15200,452,1400,2220,3510,2180,5170,5420,11200,5650,4330,2910,1300,1730,2280,64000,20900,39800,13700,24800,8800,10700,4500,7590,3350,653.557977050905
"Pct. Error",-6.02,21.6,0.357,-25.4,0,-16.7,-18.5,-4.08,8.26,10.3,-2.91,-15.8,-1.58,5.65,-27.7,-22.9,-11.3,-3.43,-2.29,20.3,7.45,-2.11,-13.8,2.63,-1.51,-90.4,-7.22,-92.7,14,-69,28,-2.23,22.3,-8.33,26.1,11.7,0,-14,19.8,5.13,-19.4,-4.11,0.221,-10.2,2.2,-9.69,49.2,3.54,18.4,-15,5.52,35.8,33.3,48.8,40.8,40,-54.2,-0.481,-15.4,6.16,-1.22,-18.8,-15.7,-13.9,-20.5,-17.1,10.6
