"","Model"
"Jan. High Flow",96.5
"Feb. High Flow",191
"Mar. High Flow",258
"Apr. High Flow",499
"May High Flow",499
"Jun. High Flow",716
"Jul. High Flow",578
"Aug. High Flow",287
"Sep. High Flow",91.2
"Oct. High Flow",58.7
"Nov. High Flow",34.2
"Dec. High Flow",63.8
