"","Model"
"Min. 1 Day Min",0.0318
"Med. 1 Day Min",2.19
"Min. 3 Day Min",0.0426
"Med. 3 Day Min",2.48
"Min. 7 Day Min",0.0808
"Med. 7 Day Min",2.92
"Min. 30 Day Min",0.964
"Med. 30 Day Min",7.66
"Min. 90 Day Min",6.02
"Med. 90 Day Min",23.7
"7Q10",0.535
"Year of 90-Day Low Flow",2002
"Drought Year Mean",41.9157696822748
"Mean Baseflow",54.6
