"","Model"
"Overall Mean Flow",190
"Jan. Mean Flow",233
"Feb. Mean Flow",273
"Mar. Mean Flow",328
"Apr. Mean Flow",265
"May Mean Flow",181
"Jun. Mean Flow",167
"Jul. Mean Flow",120
"Aug. Mean Flow",132
"Sep. Mean Flow",138
"Oct. Mean Flow",125
"Nov. Mean Flow",165
"Dec. Mean Flow",162
