"","Model"
"Min. 1 Day Min",10
"Med. 1 Day Min",34.2
"Min. 3 Day Min",10.4
"Med. 3 Day Min",35.4
"Min. 7 Day Min",11.1
"Med. 7 Day Min",37.9
"Min. 30 Day Min",15.9
"Med. 30 Day Min",53
"Min. 90 Day Min",40.8
"Med. 90 Day Min",76.4
"7Q10",17.6
"Year of 90-Day Low Flow",2002
"Drought Year Mean",89.8203643368952
"Mean Baseflow",122
