"","Model"
"Jan. Low Flow",18.6
"Feb. Low Flow",30.1
"Mar. Low Flow",43.9
"Apr. Low Flow",55.7
"May Low Flow",67
"Jun. Low Flow",89.8
"Jul. Low Flow",66.5
"Aug. Low Flow",46.9
"Sep. Low Flow",33.4
"Oct. Low Flow",24.5
"Nov. Low Flow",26
"Dec. Low Flow",22
