"","Model"
"Min. 1 Day Min",2.49
"Med. 1 Day Min",9.46
"Min. 3 Day Min",2.68
"Med. 3 Day Min",10.8
"Min. 7 Day Min",3.02
"Med. 7 Day Min",12.3
"Min. 30 Day Min",6.99
"Med. 30 Day Min",17.3
"Min. 90 Day Min",21
"Med. 90 Day Min",35.1
"7Q10",5.5
"Year of 90-Day Low Flow",1988
"Drought Year Mean",48.3357149453382
"Mean Baseflow",62
