"","Model"
"Min. 1 Day Min",1.66
"Med. 1 Day Min",9.82
"Min. 3 Day Min",2.16
"Med. 3 Day Min",10.9
"Min. 7 Day Min",3.1
"Med. 7 Day Min",12.9
"Min. 30 Day Min",9.26
"Med. 30 Day Min",25.1
"Min. 90 Day Min",25.1
"Med. 90 Day Min",49.9
"7Q10",4.61
"Year of 90-Day Low Flow",1997
"Drought Year Mean",198.714539133936
"Mean Baseflow",70
