"","Model"
"Overall Mean Flow",176
"Jan. Mean Flow",245
"Feb. Mean Flow",332
"Mar. Mean Flow",281
"Apr. Mean Flow",219
"May Mean Flow",172
"Jun. Mean Flow",111
"Jul. Mean Flow",83.3
"Aug. Mean Flow",75.7
"Sep. Mean Flow",94.8
"Oct. Mean Flow",87.5
"Nov. Mean Flow",176
"Dec. Mean Flow",242
