"","Overall Mean Flow","Jan. Low Flow","Feb. Low Flow","Mar. Low Flow","Apr. Low Flow","May Low Flow","Jun. Low Flow","Jul. Low Flow","Aug. Low Flow","Sep. Low Flow","Oct. Low Flow","Nov. Low Flow","Dec. Low Flow","Jan. Mean Flow","Feb. Mean Flow","Mar. Mean Flow","Apr. Mean Flow","May Mean Flow","Jun. Mean Flow","Jul. Mean Flow","Aug. Mean Flow","Sep. Mean Flow","Oct. Mean Flow","Nov. Mean Flow","Dec. Mean Flow","Min. 1 Day Min","Med. 1 Day Min.","Min. 3 Day Min","Med. 3 Day Min.","Min. 7 Day Min","Med. 7 Day Min.","Min. 30 Day Min","Med. 30 Day Min.","Min. 90 Day Min","Med. 90 Day Min.","7Q10","Year of 90-Day Low Flow","1% Non-Exceedance","5% Non-Exceedance","50% Non-Exceedance","95% Non-Exceedance","99% Non-Exceedance","Sept. 10% Non-Exceedance","Mean Baseflow","Jan. High Flow","Feb. High Flow","Mar. High Flow","Apr. High Flow","May High Flow","Jun. High Flow","Jul. High Flow","Aug. High Flow","Sep. High Flow","Oct. High Flow","Nov. High Flow","Dec. High Flow","Max. 1 Day Max","Med. 1 Day Max.","Max. 3 Day Max","Med. 3 Day Max.","Max. 7 Day Max","Med. 7 Day Max.","Max. 30 Day Max","Med. 30 Day Max.","Max. 90 Day Max","Med. 90 Day Max.","Drought Year Mean"
"USGS Gage",3140,900,1040,1450,1200,2220,2590,2520,2180,1730,1360,1110,879,3690,4270,4870,4470,3580,2980,2230,2050,2180,1990,2680,2790,446,823,457,874,501,914,653,1060,825,1540,641,2002,683,887,2240,7770,16800,888,1960,2860,5960,5300,8300,8630,12700,9720,7250,4550,3320,3200,3350,84700,30200,49600,20300,26400,13400,12000,6930,8580,5600,1495.89863013699
"Model",3270,796,1020,1760,1730,2610,3170,2410,2020,1730,1200,1100,958,3920,4880,5510,4650,3390,2980,2100,2140,2310,2130,2630,2770,272,704,277,726,285,759,373,918,831,1280,421,1988,546,780,2290,8400,18700,812,2210,1690,4620,4100,8940,7480,13800,9550,7740,4040,3100,2180,2450,65000,33900,40000,28300,24800,15800,13100,7940,9570,5560,1706.94291251489
"Pct. Error",-4.14,11.6,1.92,-21.4,-44.2,-17.6,-22.4,4.37,7.34,0,11.8,0.901,-8.99,-6.23,-14.3,-13.1,-4.03,5.31,0,5.83,-4.39,-5.96,-7.04,1.87,0.717,39,14.5,39.4,16.9,43.1,17,42.9,13.4,-0.727,16.9,34.3,100,20.1,12.1,-2.23,-8.11,-11.3,8.56,-12.8,40.9,22.5,22.6,-7.71,13.3,-8.66,1.75,-6.76,11.2,6.63,31.9,26.9,23.3,-12.3,19.4,-39.4,6.06,-17.9,-9.17,-14.6,-11.5,0.714,-14.1
