"","Overall Mean Flow","Jan. Low Flow","Feb. Low Flow","Mar. Low Flow","Apr. Low Flow","May Low Flow","Jun. Low Flow","Jul. Low Flow","Aug. Low Flow","Sep. Low Flow","Oct. Low Flow","Nov. Low Flow","Dec. Low Flow","Jan. Mean Flow","Feb. Mean Flow","Mar. Mean Flow","Apr. Mean Flow","May Mean Flow","Jun. Mean Flow","Jul. Mean Flow","Aug. Mean Flow","Sep. Mean Flow","Oct. Mean Flow","Nov. Mean Flow","Dec. Mean Flow","Min. 1 Day Min","Med. 1 Day Min.","Min. 3 Day Min","Med. 3 Day Min.","Min. 7 Day Min","Med. 7 Day Min.","Min. 30 Day Min","Med. 30 Day Min.","Min. 90 Day Min","Med. 90 Day Min.","7Q10","Year of 90-Day Low Flow","1% Non-Exceedance","5% Non-Exceedance","50% Non-Exceedance","95% Non-Exceedance","99% Non-Exceedance","Sept. 10% Non-Exceedance","Mean Baseflow","Jan. High Flow","Feb. High Flow","Mar. High Flow","Apr. High Flow","May High Flow","Jun. High Flow","Jul. High Flow","Aug. High Flow","Sep. High Flow","Oct. High Flow","Nov. High Flow","Dec. High Flow","Max. 1 Day Max","Med. 1 Day Max.","Max. 3 Day Max","Med. 3 Day Max.","Max. 7 Day Max","Med. 7 Day Max.","Max. 30 Day Max","Med. 30 Day Max.","Max. 90 Day Max","Med. 90 Day Max.","Drought Year Mean"
"USGS Gage",271,66,74,112,123,142,153,164,117,109,85,71,64,326,347,525,391,315,212,144,141,179,167,225,287,37,52,37.3,52.7,38,60.3,40.2,68.4,52.7,102,41.6,1999,44,53,150,805,2090,47,154,175,633,676,751,545,1670,719,666,367,203,162,282,15000,4120,7260,2420,3780,1360,1600,716,1080,413,119.413698630137
"Model",269,61.6,73.8,105,133,176,189,162,136,117,86.2,66.7,58.1,305,378,512,384,305,212,151,140,212,162,225,255,20.9,49.1,21,49.9,21.2,51.2,25.1,59,35.2,107,22.8,1999,29.3,43.5,165,763,2090,38.9,153,209,782,609,492,492,1530,718,593,340,231,228,240,10400,3690,7520,2160,3750,1200,1430,707,932,433,128.014121764541
"Pct. Error",-0.738,-6.67,-0.27,-6.25,8.13,23.9,23.5,-1.22,16.2,7.34,1.41,-6.06,-9.22,-6.44,8.93,-2.48,-1.79,-3.17,0,4.86,-0.709,18.4,-2.99,0,-11.1,-43.5,-5.58,-43.7,-5.31,-44.2,-15.1,-37.6,-13.7,-33.2,4.9,-45.2,0,-33.4,-17.9,10,-5.22,0,-17.2,-0.649,19.4,23.5,-9.91,-34.5,-9.72,-8.38,-0.139,-11,-7.36,13.8,40.7,-14.9,-30.7,-10.4,3.58,-10.7,-0.794,-11.8,-10.6,-1.26,-13.7,4.84,7.2
