"","USGS Gage","Model","Pct. Error"
"Jan. High Flow",48,33.1,31
"Feb. High Flow",96,84.2,12.3
"Mar. High Flow",123,99.8,18.9
"Apr. High Flow",441,481,-9.07
"May High Flow",336,406,-20.8
"Jun. High Flow",994,798,19.7
"Jul. High Flow",174,161,7.47
"Aug. High Flow",112,126,-12.5
"Sep. High Flow",71,44,38
"Oct. High Flow",77,24.6,68.1
"Nov. High Flow",78,155,-98.7
"Dec. High Flow",30.5,37.4,-22.6
