"","Model"
"Jan. Low Flow",104
"Feb. Low Flow",155
"Mar. Low Flow",247
"Apr. Low Flow",300
"May Low Flow",417
"Jun. Low Flow",428
"Jul. Low Flow",276
"Aug. Low Flow",232
"Sep. Low Flow",174
"Oct. Low Flow",132
"Nov. Low Flow",109
"Dec. Low Flow",120
