"","Model"
"Overall Mean Flow",1240
"Jan. Mean Flow",1460
"Feb. Mean Flow",1650
"Mar. Mean Flow",2300
"Apr. Mean Flow",1900
"May Mean Flow",1300
"Jun. Mean Flow",1130
"Jul. Mean Flow",727
"Aug. Mean Flow",786
"Sep. Mean Flow",963
"Oct. Mean Flow",814
"Nov. Mean Flow",840
"Dec. Mean Flow",1040
