"","Overall Mean Flow","Jan. Low Flow","Feb. Low Flow","Mar. Low Flow","Apr. Low Flow","May Low Flow","Jun. Low Flow","Jul. Low Flow","Aug. Low Flow","Sep. Low Flow","Oct. Low Flow","Nov. Low Flow","Dec. Low Flow","Jan. Mean Flow","Feb. Mean Flow","Mar. Mean Flow","Apr. Mean Flow","May Mean Flow","Jun. Mean Flow","Jul. Mean Flow","Aug. Mean Flow","Sep. Mean Flow","Oct. Mean Flow","Nov. Mean Flow","Dec. Mean Flow","Min. 1 Day Min","Med. 1 Day Min.","Min. 3 Day Min","Med. 3 Day Min.","Min. 7 Day Min","Med. 7 Day Min.","Min. 30 Day Min","Med. 30 Day Min.","Min. 90 Day Min","Med. 90 Day Min.","7Q10","Year of 90-Day Low Flow","1% Non-Exceedance","5% Non-Exceedance","50% Non-Exceedance","95% Non-Exceedance","99% Non-Exceedance","Sept. 10% Non-Exceedance","Mean Baseflow","Jan. High Flow","Feb. High Flow","Mar. High Flow","Apr. High Flow","May High Flow","Jun. High Flow","Jul. High Flow","Aug. High Flow","Sep. High Flow","Oct. High Flow","Nov. High Flow","Dec. High Flow","Max. 1 Day Max","Med. 1 Day Max.","Max. 3 Day Max","Med. 3 Day Max.","Max. 7 Day Max","Med. 7 Day Max.","Max. 30 Day Max","Med. 30 Day Max.","Max. 90 Day Max","Med. 90 Day Max.","Drought Year Mean"
"USGS Gage",272,72.6,81.5,89.5,102,190,234,226,152,128,99.8,85.1,76,324,463,509,405,334,268,192,152,124,104,171,236,40.8,68,44.1,69,46.8,69.4,56.9,76.2,66.5,100,51.6,1999,54,66.9,165,797,1680,61.1,160,134,235,730,1140,1600,1560,980,795,469,222,160,166,7620,2850,3880,2130,2190,1420,1120,706,767,513,142.583561643836
"Model",286,47.9,55.3,76.6,138,241,311,237,189,152,104,79.9,53.4,333,513,539,442,332,291,198,164,163,106,158,215,15,37.6,15.2,38.5,15.9,39.5,18.5,50.3,28.4,76.3,19.2,1999,21.5,34.5,181,786,2040,36.4,181,113,184,321,1320,1260,1920,1090,578,489,229,161,144,8280,4140,4670,2720,2660,1590,1410,690,937,501,157.22874980773
"Pct. Error",5.15,-34,-32.1,-14.4,35.3,26.8,32.9,4.87,24.3,18.8,4.21,-6.11,-29.7,2.78,10.8,5.89,9.14,-0.599,8.58,3.12,7.89,31.5,1.92,-7.6,-8.9,-63.2,-44.7,-65.5,-44.2,-66,-43.1,-67.5,-34,-57.3,-23.7,-62.8,0,-60.2,-48.4,9.7,-1.38,21.4,-40.4,13.1,-15.7,-21.7,-56,15.8,-21.2,23.1,11.2,-27.3,4.26,3.15,0.625,-13.3,8.66,45.3,20.4,27.7,21.5,12,25.9,-2.27,22.2,-2.34,10.3
