"","Model"
"Overall Mean Flow",875
"Jan. Mean Flow",1260
"Feb. Mean Flow",1790
"Mar. Mean Flow",1630
"Apr. Mean Flow",1220
"May Mean Flow",887
"Jun. Mean Flow",637
"Jul. Mean Flow",436
"Aug. Mean Flow",403
"Sep. Mean Flow",362
"Oct. Mean Flow",413
"Nov. Mean Flow",588
"Dec. Mean Flow",937
