"","Model"
"Min. 1 Day Min",4.85
"Med. 1 Day Min",43.9
"Min. 3 Day Min",5.78
"Med. 3 Day Min",45.9
"Min. 7 Day Min",8.48
"Med. 7 Day Min",51.2
"Min. 30 Day Min",26.6
"Med. 30 Day Min",77.9
"Min. 90 Day Min",81.1
"Med. 90 Day Min",159
"7Q10",13.6
"Year of 90-Day Low Flow",1999
"Drought Year Mean",329.755074339637
"Mean Baseflow",242
