"","Model"
"Min. 1 Day Min",11
"Med. 1 Day Min",51.7
"Min. 3 Day Min",11.2
"Med. 3 Day Min",53.2
"Min. 7 Day Min",11.8
"Med. 7 Day Min",57.6
"Min. 30 Day Min",18.2
"Med. 30 Day Min",78.5
"Min. 90 Day Min",47.5
"Med. 90 Day Min",126
"7Q10",26.3
"Year of 90-Day Low Flow",2002
"Drought Year Mean",134.063914829247
"Mean Baseflow",240
