"","Model"
"Jan. Low Flow",80.2
"Feb. Low Flow",114
"Mar. Low Flow",189
"Apr. Low Flow",197
"May Low Flow",325
"Jun. Low Flow",355
"Jul. Low Flow",240
"Aug. Low Flow",205
"Sep. Low Flow",169
"Oct. Low Flow",123
"Nov. Low Flow",109
"Dec. Low Flow",93.2
