"","Model"
"Min. 1 Day Min",0.000518
"Med. 1 Day Min",0.577
"Min. 3 Day Min",0.000712
"Med. 3 Day Min",0.756
"Min. 7 Day Min",0.00175
"Med. 7 Day Min",1.07
"Min. 30 Day Min",0.409
"Med. 30 Day Min",6.61
"Min. 90 Day Min",4.17
"Med. 90 Day Min",21.4
"7Q10",0.0437
"Year of 90-Day Low Flow",1993
"Drought Year Mean",109.325138551745
"Mean Baseflow",45.7
