"","Model"
"Jan. Low Flow",591
"Feb. Low Flow",700
"Mar. Low Flow",1300
"Apr. Low Flow",1760
"May Low Flow",2420
"Jun. Low Flow",2600
"Jul. Low Flow",1580
"Aug. Low Flow",1210
"Sep. Low Flow",1040
"Oct. Low Flow",702
"Nov. Low Flow",663
"Dec. Low Flow",628
