"","Model"
"Min. 1 Day Min",101
"Med. 1 Day Min",368
"Min. 3 Day Min",102
"Med. 3 Day Min",384
"Min. 7 Day Min",105
"Med. 7 Day Min",405
"Min. 30 Day Min",131
"Med. 30 Day Min",578
"Min. 90 Day Min",245
"Med. 90 Day Min",807
"7Q10",158
"Year of 90-Day Low Flow",2002
"Drought Year Mean",666.412803957486
"Mean Baseflow",1690
