"","Model"
"Min. 1 Day Min",15.1
"Med. 1 Day Min",30.2
"Min. 3 Day Min",15.3
"Med. 3 Day Min",31
"Min. 7 Day Min",16
"Med. 7 Day Min",32.5
"Min. 30 Day Min",18.6
"Med. 30 Day Min",42.6
"Min. 90 Day Min",28.5
"Med. 90 Day Min",73
"7Q10",18.5
"Year of 90-Day Low Flow",1999
"Drought Year Mean",157.787775601591
"Mean Baseflow",171
