"","Model"
"Jan. High Flow",77.2
"Feb. High Flow",214
"Mar. High Flow",299
"Apr. High Flow",596
"May High Flow",577
"Jun. High Flow",1110
"Jul. High Flow",513
"Aug. High Flow",194
"Sep. High Flow",72.4
"Oct. High Flow",59.3
"Nov. High Flow",44.7
"Dec. High Flow",53.1
