"","Model"
"Min. 1 Day Min",0.513
"Med. 1 Day Min",6.63
"Min. 3 Day Min",0.555
"Med. 3 Day Min",6.83
"Min. 7 Day Min",0.659
"Med. 7 Day Min",7.53
"Min. 30 Day Min",1.07
"Med. 30 Day Min",12
"Min. 90 Day Min",4.58
"Med. 90 Day Min",21.5
"7Q10",2.58
"Year of 90-Day Low Flow",2002
"Drought Year Mean",16.0804510480162
"Mean Baseflow",60.5
