"","Model"
"Jan. Low Flow",12.3
"Feb. Low Flow",24.9
"Mar. Low Flow",40.6
"Apr. Low Flow",57.7
"May Low Flow",99.9
"Jun. Low Flow",92.5
"Jul. Low Flow",82.7
"Aug. Low Flow",41.7
"Sep. Low Flow",27.4
"Oct. Low Flow",16.3
"Nov. Low Flow",12.7
"Dec. Low Flow",10.6
