"","USGS Gage","Model","Pct. Error"
"1% Non-Exceedance",125,88.7,-29
"5% Non-Exceedance",173,190,9.83
"50% Non-Exceedance",1120,1210,8.04
"95% Non-Exceedance",5350,4730,-11.6
"99% Non-Exceedance",11800,12500,5.93
"Sept. 10% Non-Exceedance",120,120,0
